"sitenum","lat","lon","year","speciesName","speciesID","development","abundance"
12,44.7466672261556,-124.059997558594,2001,"Mitra idae",479,".",0
11,44.8066673278809,-124.059997558594,2001,"Mitra idae",479,".",0
10,44.8266677856445,-124.056666056315,2001,"Mitra idae",479,".",0
50,45.9133326212565,-123.976669311523,2001,"Mitra idae",479,".",0
9,45.7700004577637,-123.970001220703,2001,"Mitra idae",479,".",0
51,45.7549991607666,-123.965000152588,2001,"Mitra idae",479,".",0
23,39.3400001525879,-123.819999694824,2001,"Mitra idae",479,".",0
22,39.4149990081787,-123.809997558594,2001,"Mitra idae",479,".",0
24,39.272500038147,-123.7975025177,2001,"Mitra idae",479,".",0
21,39.5974988937378,-123.779998779297,2001,"Mitra idae",479,".",0
25,38.3833325703939,-123.086664835612,2001,"Mitra idae",479,".",0
27,38.310001373291,-123.069999694824,2001,"Mitra idae",479,".",0
26,38.3199996948242,-123.069999694824,2001,"Mitra idae",479,".",0
28,36.5099983215332,-121.946665445964,2001,"Mitra idae",479,".",0
29,36.4799995422363,-121.940002441406,2001,"Mitra idae",479,".",0
30,36.4466667175293,-121.923332214355,2001,"Mitra idae",479,".",0
31,35.6599998474121,-121.279998779297,2001,"Mitra idae",479,".",0
32,35.6300010681152,-121.190002441406,2001,"Mitra idae",479,".",0
33,35.6100006103516,-121.150001525879,2001,"Mitra idae",479,".",0
34,34.4599990844727,-120.269996643066,2001,"Mitra idae",479,".",0
35,34.4599990844727,-120.268179460005,2001,"Mitra idae",479,".",0
36,34.4540008544922,-120.055999755859,2001,"Mitra idae",479,".",0
37,34.060001373291,-119.850001017253,2001,"Mitra idae",479,".",0
39,34.043332417806,-119.780001322428,2001,"Mitra idae",479,".",0
38,34.0366655985514,-119.663335164388,2001,"Mitra idae",479,".",0
43,33.4599990844727,-118.519996643066,2001,"Mitra idae",479,".",0
44,33.4500007629395,-118.480003356934,2001,"Mitra idae",479,".",0
45,33.439998626709,-118.476669311523,2001,"Mitra idae",479,".",0
40,33.7599983215332,-118.419998168945,2001,"Mitra idae",479,".",0
41,33.7099990844727,-118.309997558594,2001,"Mitra idae",479,".",0
42,33.7000007629395,-118.286666870117,2001,"Mitra idae",479,".",0
46,32.8400001525879,-117.279998779297,2001,"Mitra idae",479,".",0
47,32.8199996948242,-117.276664733887,2001,"Mitra idae",479,".",0
48,32.7116661071777,-117.25,2001,"Mitra idae",479,".",0
2,48.3375005722046,-124.687501907349,2002,"Mitra idae",479,".",0
3,48.3133341471354,-124.660003662109,2002,"Mitra idae",479,".",0
4,47.939998626709,-124.658336639404,2002,"Mitra idae",479,".",0
1,48.3891661961873,-124.650001525879,2002,"Mitra idae",479,".",0
5,47.8699989318848,-124.599998474121,2002,"Mitra idae",479,".",0
6,47.8600006103516,-124.569999694824,2002,"Mitra idae",479,".",0
18,43.2999992370605,-124.400001525879,2002,"Mitra idae",479,".",0
17,43.310001373291,-124.393333435059,2002,"Mitra idae",479,".",0
16,43.3300018310547,-124.374000549316,2002,"Mitra idae",479,".",0
19,41.060001373291,-124.150001525879,2002,"Mitra idae",479,".",0
15,44.2000007629395,-124.110000610352,2002,"Mitra idae",479,".",0
14,44.218334197998,-124.110000610352,2002,"Mitra idae",479,".",0
13,44.2425012588501,-124.110000610352,2002,"Mitra idae",479,".",0
20,40.0200004577637,-124.073333740234,2002,"Mitra idae",479,".",0
12,44.7466672261556,-124.059997558594,2002,"Mitra idae",479,".",0
11,44.8066673278809,-124.059997558594,2002,"Mitra idae",479,".",0
10,44.8266677856445,-124.056666056315,2002,"Mitra idae",479,".",0
50,45.9133326212565,-123.976669311523,2002,"Mitra idae",479,".",0
9,45.7700004577637,-123.970001220703,2002,"Mitra idae",479,".",0
51,45.7549991607666,-123.965000152588,2002,"Mitra idae",479,".",0
23,39.3400001525879,-123.819999694824,2002,"Mitra idae",479,".",0
22,39.4149990081787,-123.809997558594,2002,"Mitra idae",479,".",0
24,39.272500038147,-123.7975025177,2002,"Mitra idae",479,".",0
21,39.5974988937378,-123.779998779297,2002,"Mitra idae",479,".",0
25,38.3833325703939,-123.086664835612,2002,"Mitra idae",479,".",0
27,38.310001373291,-123.069999694824,2002,"Mitra idae",479,".",0
26,38.3199996948242,-123.069999694824,2002,"Mitra idae",479,".",0
28,36.5099983215332,-121.946665445964,2002,"Mitra idae",479,".",0
29,36.4799995422363,-121.940002441406,2002,"Mitra idae",479,".",0
30,36.4466667175293,-121.923332214355,2002,"Mitra idae",479,".",0
31,35.6599998474121,-121.279998779297,2002,"Mitra idae",479,".",0
32,35.6300010681152,-121.190002441406,2002,"Mitra idae",479,".",0
33,35.6100006103516,-121.150001525879,2002,"Mitra idae",479,".",0
34,34.4599990844727,-120.269996643066,2002,"Mitra idae",479,".",0
35,34.4599990844727,-120.268179460005,2002,"Mitra idae",479,".",0.0111
36,34.4540008544922,-120.055999755859,2002,"Mitra idae",479,".",0
37,34.060001373291,-119.850001017253,2002,"Mitra idae",479,".",0
39,34.043332417806,-119.780001322428,2002,"Mitra idae",479,".",0
38,34.0366655985514,-119.663335164388,2002,"Mitra idae",479,".",0.0084
43,33.4599990844727,-118.519996643066,2002,"Mitra idae",479,".",0
44,33.4500007629395,-118.480003356934,2002,"Mitra idae",479,".",0.0364
45,33.439998626709,-118.476669311523,2002,"Mitra idae",479,".",0
40,33.7599983215332,-118.419998168945,2002,"Mitra idae",479,".",0
41,33.7099990844727,-118.309997558594,2002,"Mitra idae",479,".",0
42,33.7000007629395,-118.286666870117,2002,"Mitra idae",479,".",0
46,32.8400001525879,-117.279998779297,2002,"Mitra idae",479,".",0
47,32.8199996948242,-117.276664733887,2002,"Mitra idae",479,".",0
48,32.7116661071777,-117.25,2002,"Mitra idae",479,".",0
2,48.3375005722046,-124.687501907349,2003,"Mitra idae",479,".",0
3,48.3133341471354,-124.660003662109,2003,"Mitra idae",479,".",0
4,47.939998626709,-124.658336639404,2003,"Mitra idae",479,".",0
1,48.3891661961873,-124.650001525879,2003,"Mitra idae",479,".",0
5,47.8699989318848,-124.599998474121,2003,"Mitra idae",479,".",0
6,47.8600006103516,-124.569999694824,2003,"Mitra idae",479,".",0
18,43.2999992370605,-124.400001525879,2003,"Mitra idae",479,".",0
17,43.310001373291,-124.393333435059,2003,"Mitra idae",479,".",0
16,43.3300018310547,-124.374000549316,2003,"Mitra idae",479,".",0
19,41.060001373291,-124.150001525879,2003,"Mitra idae",479,".",0
15,44.2000007629395,-124.110000610352,2003,"Mitra idae",479,".",0
14,44.218334197998,-124.110000610352,2003,"Mitra idae",479,".",0
13,44.2425012588501,-124.110000610352,2003,"Mitra idae",479,".",0
20,40.0200004577637,-124.073333740234,2003,"Mitra idae",479,".",0
12,44.7466672261556,-124.059997558594,2003,"Mitra idae",479,".",0
11,44.8066673278809,-124.059997558594,2003,"Mitra idae",479,".",0
10,44.8266677856445,-124.056666056315,2003,"Mitra idae",479,".",0
50,45.9133326212565,-123.976669311523,2003,"Mitra idae",479,".",0
9,45.7700004577637,-123.970001220703,2003,"Mitra idae",479,".",0
51,45.7549991607666,-123.965000152588,2003,"Mitra idae",479,".",0
23,39.3400001525879,-123.819999694824,2003,"Mitra idae",479,".",0
22,39.4149990081787,-123.809997558594,2003,"Mitra idae",479,".",0
24,39.272500038147,-123.7975025177,2003,"Mitra idae",479,".",0
21,39.5974988937378,-123.779998779297,2003,"Mitra idae",479,".",0
25,38.3833325703939,-123.086664835612,2003,"Mitra idae",479,".",0
27,38.310001373291,-123.069999694824,2003,"Mitra idae",479,".",0
26,38.3199996948242,-123.069999694824,2003,"Mitra idae",479,".",0
28,36.5099983215332,-121.946665445964,2003,"Mitra idae",479,".",0
29,36.4799995422363,-121.940002441406,2003,"Mitra idae",479,".",0
30,36.4466667175293,-121.923332214355,2003,"Mitra idae",479,".",0
31,35.6599998474121,-121.279998779297,2003,"Mitra idae",479,".",0
32,35.6300010681152,-121.190002441406,2003,"Mitra idae",479,".",0
33,35.6100006103516,-121.150001525879,2003,"Mitra idae",479,".",0
34,34.4599990844727,-120.269996643066,2003,"Mitra idae",479,".",0
35,34.4599990844727,-120.268179460005,2003,"Mitra idae",479,".",0
36,34.4540008544922,-120.055999755859,2003,"Mitra idae",479,".",0
37,34.060001373291,-119.850001017253,2003,"Mitra idae",479,".",0
39,34.043332417806,-119.780001322428,2003,"Mitra idae",479,".",0
38,34.0366655985514,-119.663335164388,2003,"Mitra idae",479,".",0
43,33.4599990844727,-118.519996643066,2003,"Mitra idae",479,".",0
44,33.4500007629395,-118.480003356934,2003,"Mitra idae",479,".",0
45,33.439998626709,-118.476669311523,2003,"Mitra idae",479,".",0
40,33.7599983215332,-118.419998168945,2003,"Mitra idae",479,".",0
41,33.7099990844727,-118.309997558594,2003,"Mitra idae",479,".",0
42,33.7000007629395,-118.286666870117,2003,"Mitra idae",479,".",0
46,32.8400001525879,-117.279998779297,2003,"Mitra idae",479,".",0
47,32.8199996948242,-117.276664733887,2003,"Mitra idae",479,".",0
48,32.7116661071777,-117.25,2003,"Mitra idae",479,".",0
2,48.3375005722046,-124.687501907349,2004,"Mitra idae",479,".",0
3,48.3133341471354,-124.660003662109,2004,"Mitra idae",479,".",0
4,47.939998626709,-124.658336639404,2004,"Mitra idae",479,".",0
1,48.3891661961873,-124.650001525879,2004,"Mitra idae",479,".",0
5,47.8699989318848,-124.599998474121,2004,"Mitra idae",479,".",0
6,47.8600006103516,-124.569999694824,2004,"Mitra idae",479,".",0
18,43.2999992370605,-124.400001525879,2004,"Mitra idae",479,".",0
17,43.310001373291,-124.393333435059,2004,"Mitra idae",479,".",0
16,43.3300018310547,-124.374000549316,2004,"Mitra idae",479,".",0
19,41.060001373291,-124.150001525879,2004,"Mitra idae",479,".",0
15,44.2000007629395,-124.110000610352,2004,"Mitra idae",479,".",0
14,44.218334197998,-124.110000610352,2004,"Mitra idae",479,".",0
13,44.2425012588501,-124.110000610352,2004,"Mitra idae",479,".",0
20,40.0200004577637,-124.073333740234,2004,"Mitra idae",479,".",0
12,44.7466672261556,-124.059997558594,2004,"Mitra idae",479,".",0
11,44.8066673278809,-124.059997558594,2004,"Mitra idae",479,".",0
10,44.8266677856445,-124.056666056315,2004,"Mitra idae",479,".",0
50,45.9133326212565,-123.976669311523,2004,"Mitra idae",479,".",0
9,45.7700004577637,-123.970001220703,2004,"Mitra idae",479,".",0
51,45.7549991607666,-123.965000152588,2004,"Mitra idae",479,".",0
23,39.3400001525879,-123.819999694824,2004,"Mitra idae",479,".",0
22,39.4149990081787,-123.809997558594,2004,"Mitra idae",479,".",0
24,39.272500038147,-123.7975025177,2004,"Mitra idae",479,".",0
21,39.5974988937378,-123.779998779297,2004,"Mitra idae",479,".",0
25,38.3833325703939,-123.086664835612,2004,"Mitra idae",479,".",0
27,38.310001373291,-123.069999694824,2004,"Mitra idae",479,".",0
26,38.3199996948242,-123.069999694824,2004,"Mitra idae",479,".",0
28,36.5099983215332,-121.946665445964,2004,"Mitra idae",479,".",0
29,36.4799995422363,-121.940002441406,2004,"Mitra idae",479,".",0
30,36.4466667175293,-121.923332214355,2004,"Mitra idae",479,".",0
31,35.6599998474121,-121.279998779297,2004,"Mitra idae",479,".",0
18,43.2999992370605,-124.400001525879,1999,"Crepidula aculeata",361,"Nonplank",0
17,43.310001373291,-124.393333435059,1999,"Crepidula aculeata",361,"Nonplank",0
16,43.3300018310547,-124.374000549316,1999,"Crepidula aculeata",361,"Nonplank",0
19,41.060001373291,-124.150001525879,1999,"Crepidula aculeata",361,"Nonplank",0
15,44.2000007629395,-124.110000610352,1999,"Crepidula aculeata",361,"Nonplank",0
14,44.218334197998,-124.110000610352,1999,"Crepidula aculeata",361,"Nonplank",0
13,44.2425012588501,-124.110000610352,1999,"Crepidula aculeata",361,"Nonplank",0
20,40.0200004577637,-124.073333740234,1999,"Crepidula aculeata",361,"Nonplank",0
12,44.7466672261556,-124.059997558594,1999,"Crepidula aculeata",361,"Nonplank",0
11,44.8066673278809,-124.059997558594,1999,"Crepidula aculeata",361,"Nonplank",0
10,44.8266677856445,-124.056666056315,1999,"Crepidula aculeata",361,"Nonplank",0
8,45.9300003051758,-123.986666361491,1999,"Crepidula aculeata",361,"Nonplank",0
7,45.939998626709,-123.986666361491,1999,"Crepidula aculeata",361,"Nonplank",0
9,45.7700004577637,-123.970001220703,1999,"Crepidula aculeata",361,"Nonplank",0
23,39.3400001525879,-123.819999694824,1999,"Crepidula aculeata",361,"Nonplank",0
22,39.4149990081787,-123.809997558594,1999,"Crepidula aculeata",361,"Nonplank",0
24,39.272500038147,-123.7975025177,1999,"Crepidula aculeata",361,"Nonplank",0
21,39.5974988937378,-123.779998779297,1999,"Crepidula aculeata",361,"Nonplank",0
2,48.3375005722046,-124.687501907349,2000,"Crepidula aculeata",361,"Nonplank",0.0111
3,48.3133341471354,-124.660003662109,2000,"Crepidula aculeata",361,"Nonplank",0
4,47.939998626709,-124.658336639404,2000,"Crepidula aculeata",361,"Nonplank",0
1,48.3891661961873,-124.650001525879,2000,"Crepidula aculeata",361,"Nonplank",0
5,47.8699989318848,-124.599998474121,2000,"Crepidula aculeata",361,"Nonplank",0
6,47.8600006103516,-124.569999694824,2000,"Crepidula aculeata",361,"Nonplank",0
18,43.2999992370605,-124.400001525879,2000,"Crepidula aculeata",361,"Nonplank",0
17,43.310001373291,-124.393333435059,2000,"Crepidula aculeata",361,"Nonplank",0
16,43.3300018310547,-124.374000549316,2000,"Crepidula aculeata",361,"Nonplank",0
19,41.060001373291,-124.150001525879,2000,"Crepidula aculeata",361,"Nonplank",0
15,44.2000007629395,-124.110000610352,2000,"Crepidula aculeata",361,"Nonplank",0
14,44.218334197998,-124.110000610352,2000,"Crepidula aculeata",361,"Nonplank",0
13,44.2425012588501,-124.110000610352,2000,"Crepidula aculeata",361,"Nonplank",0
20,40.0200004577637,-124.073333740234,2000,"Crepidula aculeata",361,"Nonplank",0
12,44.7466672261556,-124.059997558594,2000,"Crepidula aculeata",361,"Nonplank",0
11,44.8066673278809,-124.059997558594,2000,"Crepidula aculeata",361,"Nonplank",0
10,44.8266677856445,-124.056666056315,2000,"Crepidula aculeata",361,"Nonplank",0
50,45.9133326212565,-123.976669311523,2000,"Crepidula aculeata",361,"Nonplank",0
9,45.7700004577637,-123.970001220703,2000,"Crepidula aculeata",361,"Nonplank",0
51,45.7549991607666,-123.965000152588,2000,"Crepidula aculeata",361,"Nonplank",0
23,39.3400001525879,-123.819999694824,2000,"Crepidula aculeata",361,"Nonplank",0
22,39.4149990081787,-123.809997558594,2000,"Crepidula aculeata",361,"Nonplank",0
24,39.272500038147,-123.7975025177,2000,"Crepidula aculeata",361,"Nonplank",0
21,39.5974988937378,-123.779998779297,2000,"Crepidula aculeata",361,"Nonplank",0
25,38.3833325703939,-123.086664835612,2000,"Crepidula aculeata",361,"Nonplank",0
27,38.310001373291,-123.069999694824,2000,"Crepidula aculeata",361,"Nonplank",0
26,38.3199996948242,-123.069999694824,2000,"Crepidula aculeata",361,"Nonplank",0
28,36.5099983215332,-121.946665445964,2000,"Crepidula aculeata",361,"Nonplank",0
29,36.4799995422363,-121.940002441406,2000,"Crepidula aculeata",361,"Nonplank",0
30,36.4466667175293,-121.923332214355,2000,"Crepidula aculeata",361,"Nonplank",0
31,35.6599998474121,-121.279998779297,2000,"Crepidula aculeata",361,"Nonplank",0
32,35.6300010681152,-121.190002441406,2000,"Crepidula aculeata",361,"Nonplank",0
33,35.6100006103516,-121.150001525879,2000,"Crepidula aculeata",361,"Nonplank",0
34,34.4599990844727,-120.269996643066,2000,"Crepidula aculeata",361,"Nonplank",0.0111
35,34.4599990844727,-120.268179460005,2000,"Crepidula aculeata",361,"Nonplank",0
36,34.4540008544922,-120.055999755859,2000,"Crepidula aculeata",361,"Nonplank",0
37,34.060001373291,-119.850001017253,2000,"Crepidula aculeata",361,"Nonplank",0
39,34.043332417806,-119.780001322428,2000,"Crepidula aculeata",361,"Nonplank",0
38,34.0366655985514,-119.663335164388,2000,"Crepidula aculeata",361,"Nonplank",0
43,33.4599990844727,-118.519996643066,2000,"Crepidula aculeata",361,"Nonplank",0.1556
44,33.4500007629395,-118.480003356934,2000,"Crepidula aculeata",361,"Nonplank",0
45,33.439998626709,-118.476669311523,2000,"Crepidula aculeata",361,"Nonplank",0.0556
40,33.7599983215332,-118.419998168945,2000,"Crepidula aculeata",361,"Nonplank",0
41,33.7099990844727,-118.309997558594,2000,"Crepidula aculeata",361,"Nonplank",0.0114
42,33.7000007629395,-118.286666870117,2000,"Crepidula aculeata",361,"Nonplank",0
46,32.8400001525879,-117.279998779297,2000,"Crepidula aculeata",361,"Nonplank",0
47,32.8199996948242,-117.276664733887,2000,"Crepidula aculeata",361,"Nonplank",0
48,32.7116661071777,-117.25,2000,"Crepidula aculeata",361,"Nonplank",0
2,48.3375005722046,-124.687501907349,2001,"Crepidula aculeata",361,"Nonplank",0.0125
3,48.3133341471354,-124.660003662109,2001,"Crepidula aculeata",361,"Nonplank",0
4,47.939998626709,-124.658336639404,2001,"Crepidula aculeata",361,"Nonplank",0
1,48.3891661961873,-124.650001525879,2001,"Crepidula aculeata",361,"Nonplank",0.3232
5,47.8699989318848,-124.599998474121,2001,"Crepidula aculeata",361,"Nonplank",0.0816
6,47.8600006103516,-124.569999694824,2001,"Crepidula aculeata",361,"Nonplank",0
18,43.2999992370605,-124.400001525879,2001,"Crepidula aculeata",361,"Nonplank",0
17,43.310001373291,-124.393333435059,2001,"Crepidula aculeata",361,"Nonplank",0.0114
16,43.3300018310547,-124.374000549316,2001,"Crepidula aculeata",361,"Nonplank",0
19,41.060001373291,-124.150001525879,2001,"Crepidula aculeata",361,"Nonplank",0
15,44.2000007629395,-124.110000610352,2001,"Crepidula aculeata",361,"Nonplank",0
14,44.218334197998,-124.110000610352,2001,"Crepidula aculeata",361,"Nonplank",0
13,44.2425012588501,-124.110000610352,2001,"Crepidula aculeata",361,"Nonplank",0.0182
20,40.0200004577637,-124.073333740234,2001,"Crepidula aculeata",361,"Nonplank",0.0273
12,44.7466672261556,-124.059997558594,2001,"Crepidula aculeata",361,"Nonplank",0
11,44.8066673278809,-124.059997558594,2001,"Crepidula aculeata",361,"Nonplank",0.0083
10,44.8266677856445,-124.056666056315,2001,"Crepidula aculeata",361,"Nonplank",0
50,45.9133326212565,-123.976669311523,2001,"Crepidula aculeata",361,"Nonplank",0
9,45.7700004577637,-123.970001220703,2001,"Crepidula aculeata",361,"Nonplank",0
51,45.7549991607666,-123.965000152588,2001,"Crepidula aculeata",361,"Nonplank",0
23,39.3400001525879,-123.819999694824,2001,"Crepidula aculeata",361,"Nonplank",0
22,39.4149990081787,-123.809997558594,2001,"Crepidula aculeata",361,"Nonplank",0.0083
24,39.272500038147,-123.7975025177,2001,"Crepidula aculeata",361,"Nonplank",0
21,39.5974988937378,-123.779998779297,2001,"Crepidula aculeata",361,"Nonplank",0.0083
25,38.3833325703939,-123.086664835612,2001,"Crepidula aculeata",361,"Nonplank",0
27,38.310001373291,-123.069999694824,2001,"Crepidula aculeata",361,"Nonplank",0.0085
26,38.3199996948242,-123.069999694824,2001,"Crepidula aculeata",361,"Nonplank",0.037
28,36.5099983215332,-121.946665445964,2001,"Crepidula aculeata",361,"Nonplank",0
29,36.4799995422363,-121.940002441406,2001,"Crepidula aculeata",361,"Nonplank",0
30,36.4466667175293,-121.923332214355,2001,"Crepidula aculeata",361,"Nonplank",0
31,35.6599998474121,-121.279998779297,2001,"Crepidula aculeata",361,"Nonplank",0.0091
32,35.6300010681152,-121.190002441406,2001,"Crepidula aculeata",361,"Nonplank",0.0182
33,35.6100006103516,-121.150001525879,2001,"Crepidula aculeata",361,"Nonplank",0.0283
34,34.4599990844727,-120.269996643066,2001,"Crepidula aculeata",361,"Nonplank",0
35,34.4599990844727,-120.268179460005,2001,"Crepidula aculeata",361,"Nonplank",0
36,34.4540008544922,-120.055999755859,2001,"Crepidula aculeata",361,"Nonplank",0
37,34.060001373291,-119.850001017253,2001,"Crepidula aculeata",361,"Nonplank",0
39,34.043332417806,-119.780001322428,2001,"Crepidula aculeata",361,"Nonplank",0
38,34.0366655985514,-119.663335164388,2001,"Crepidula aculeata",361,"Nonplank",0
43,33.4599990844727,-118.519996643066,2001,"Crepidula aculeata",361,"Nonplank",0.0459
44,33.4500007629395,-118.480003356934,2001,"Crepidula aculeata",361,"Nonplank",0
45,33.439998626709,-118.476669311523,2001,"Crepidula aculeata",361,"Nonplank",0
40,33.7599983215332,-118.419998168945,2001,"Crepidula aculeata",361,"Nonplank",0
41,33.7099990844727,-118.309997558594,2001,"Crepidula aculeata",361,"Nonplank",0.0171
42,33.7000007629395,-118.286666870117,2001,"Crepidula aculeata",361,"Nonplank",0
46,32.8400001525879,-117.279998779297,2001,"Crepidula aculeata",361,"Nonplank",0
47,32.8199996948242,-117.276664733887,2001,"Crepidula aculeata",361,"Nonplank",0
48,32.7116661071777,-117.25,2001,"Crepidula aculeata",361,"Nonplank",0
2,48.3375005722046,-124.687501907349,2002,"Crepidula aculeata",361,"Nonplank",0.0275
3,48.3133341471354,-124.660003662109,2002,"Crepidula aculeata",361,"Nonplank",0.2245
4,47.939998626709,-124.658336639404,2002,"Crepidula aculeata",361,"Nonplank",0
1,48.3891661961873,-124.650001525879,2002,"Crepidula aculeata",361,"Nonplank",0.0707
5,47.8699989318848,-124.599998474121,2002,"Crepidula aculeata",361,"Nonplank",0
6,47.8600006103516,-124.569999694824,2002,"Crepidula aculeata",361,"Nonplank",0
18,43.2999992370605,-124.400001525879,2002,"Crepidula aculeata",361,"Nonplank",0
17,43.310001373291,-124.393333435059,2002,"Crepidula aculeata",361,"Nonplank",0
16,43.3300018310547,-124.374000549316,2002,"Crepidula aculeata",361,"Nonplank",0.0094
19,41.060001373291,-124.150001525879,2002,"Crepidula aculeata",361,"Nonplank",0.0106
15,44.2000007629395,-124.110000610352,2002,"Crepidula aculeata",361,"Nonplank",0
14,44.218334197998,-124.110000610352,2002,"Crepidula aculeata",361,"Nonplank",0
13,44.2425012588501,-124.110000610352,2002,"Crepidula aculeata",361,"Nonplank",0
20,40.0200004577637,-124.073333740234,2002,"Crepidula aculeata",361,"Nonplank",0
