"precinct","population.size","voted.democrat","voted.republican","year"
548,580,296,284,2008
549,976,529,447,2008
550,394,220,174,2008
551,1366,725,641,2008
552,704,390,314,2008
553,1681,937,744,2008
554,547,301,246,2008
555,1601,867,734,2008
556,1662,893,769,2008
557,1649,900,749,2008
558,436,249,187,2008
559,322,183,139,2008
560,479,269,210,2008
561,229,125,104,2008
562,876,467,409,2008
563,324,166,158,2008
564,503,284,219,2008
565,1287,713,574,2008
566,1098,600,498,2008
567,881,504,377,2008
568,1830,1010,820,2008
569,351,195,156,2008
570,354,204,150,2008
571,607,317,290,2008
572,2025,1102,923,2008
573,833,457,376,2008
574,1013,553,460,2008
575,1943,1075,868,2008
576,713,393,320,2008
577,585,330,255,2008
578,1417,761,656,2008
579,1186,645,541,2008
580,953,528,425,2008
581,791,436,355,2008
582,667,370,297,2008
583,907,515,392,2008
584,270,142,128,2008
585,3495,1924,1571,2008
586,488,271,217,2008
587,994,537,457,2008
588,1378,739,639,2008
589,1339,734,605,2008
590,1952,1073,879,2008
591,774,410,364,2008
592,3302,1723,1579,2008
593,508,299,209,2008
594,1336,731,605,2008
595,601,324,277,2008
596,78,44,34,2008
597,2339,1300,1039,2008
598,609,338,271,2008
599,280,155,125,2008
600,607,311,296,2008
601,876,514,362,2008
602,49,32,17,2008
603,1970,1076,894,2008
604,942,521,421,2008
605,1438,772,666,2008
606,1826,987,839,2008
607,2054,1120,934,2008
608,1337,790,547,2008
609,337,201,136,2008
610,602,297,305,2008
611,1141,616,525,2008
612,234,139,95,2008
613,23,13,10,2008
614,2119,1124,995,2008
615,1134,604,530,2008
616,849,471,378,2008
617,3303,1798,1505,2008
618,1293,706,587,2008
619,1593,907,686,2008
620,43,24,19,2008
621,2021,1101,920,2008
622,480,262,218,2008
623,325,183,142,2008
624,1112,610,502,2008
625,590,329,261,2008
626,129,68,61,2008
627,1930,1038,892,2008
628,335,174,161,2008
629,1245,678,567,2008
630,1711,899,812,2008
631,1406,770,636,2008
632,1211,694,517,2008
633,1824,1021,803,2008
634,196,111,85,2008
635,1158,622,536,2008
636,1251,687,564,2008
637,3318,1807,1511,2008
638,653,347,306,2008
639,1966,1086,880,2008
640,1317,727,590,2008
641,254,139,115,2008
642,632,340,292,2008
643,576,326,250,2008
644,1718,951,767,2008
645,1279,700,579,2008
646,437,234,203,2008
647,2185,1217,968,2008
648,808,417,391,2008
649,149,84,65,2008
650,386,205,181,2008
651,2754,1484,1270,2008
652,881,526,355,2008
653,2983,1663,1320,2008
654,822,456,366,2008
655,445,258,187,2008
656,1261,676,585,2008
657,318,176,142,2008
658,1871,1030,841,2008
659,1819,1021,798,2008
660,1610,914,696,2008
661,2290,1292,998,2008
662,1026,541,485,2008
663,1170,635,535,2008
664,346,190,156,2008
665,456,264,192,2008
666,566,318,248,2008
667,615,318,297,2008
668,1061,568,493,2008
669,1261,672,589,2008
670,688,377,311,2008
671,975,534,441,2008
672,850,465,385,2008
673,923,508,415,2008
674,549,292,257,2008
675,933,514,419,2008
676,254,133,121,2008
677,889,473,416,2008
678,721,376,345,2008
679,255,148,107,2008
680,832,451,381,2008
681,305,168,137,2008
682,229,126,103,2008
683,1181,639,542,2008
684,1171,630,541,2008
685,415,223,192,2008
686,1385,784,601,2008
687,1663,905,758,2008
688,644,368,276,2008
689,1257,672,585,2008
690,630,360,270,2008
691,1469,796,673,2008
692,2827,1552,1275,2008
693,1372,775,597,2008
694,37,18,19,2008
695,986,530,456,2008
696,1753,958,795,2008
697,408,216,192,2008
698,422,233,189,2008
699,534,289,245,2008
700,1566,900,666,2008
701,962,499,463,2008
702,709,394,315,2008
703,3406,1902,1504,2008
704,1342,731,611,2008
705,404,237,167,2008
706,799,438,361,2008
707,1140,620,520,2008
708,967,529,438,2008
709,1196,649,547,2008
710,1102,614,488,2008
711,204,111,93,2008
712,321,189,132,2008
713,1543,860,683,2008
714,744,430,314,2008
715,631,317,314,2008
716,400,200,200,2008
717,817,451,366,2008
718,580,316,264,2008
719,337,196,141,2008
720,1124,629,495,2008
721,239,128,111,2008
722,1017,559,458,2008
723,522,279,243,2008
724,2293,1275,1018,2008
725,1835,999,836,2008
726,1852,1020,832,2008
727,1679,952,727,2008
728,1679,902,777,2008
729,1074,622,452,2008
730,1211,649,562,2008
731,551,314,237,2008
732,133,81,52,2008
733,1126,594,532,2008
734,182,88,94,2008
735,1882,1047,835,2008
736,1120,595,525,2008
737,2305,1250,1055,2008
738,2070,1175,895,2008
739,622,337,285,2008
740,1000,577,423,2008
741,350,200,150,2008
742,181,108,73,2008
743,380,237,143,2008
744,1919,1078,841,2008
745,1479,821,658,2008
746,1221,666,555,2008
747,347,200,147,2008
748,1774,957,817,2008
749,1955,1088,867,2008
750,201,119,82,2008
751,889,494,395,2008
752,865,460,405,2008
753,1890,1032,858,2008
754,863,486,377,2008
755,1972,1100,872,2008
756,1325,730,595,2008
757,1233,676,557,2008
758,1238,676,562,2008
759,863,449,414,2008
760,2902,1589,1313,2008
761,404,226,178,2008
762,251,152,99,2008
763,90,43,47,2008
764,1366,766,600,2008
765,369,206,163,2008
766,435,238,197,2008
767,341,197,144,2008
768,788,439,349,2008
769,457,247,210,2008
770,340,197,143,2008
771,1377,750,627,2008
772,1213,676,537,2008
773,629,362,267,2008
774,685,377,308,2008
775,1774,1007,767,2008
776,398,211,187,2008
777,1461,815,646,2008
778,910,494,416,2008
779,505,289,216,2008
780,1350,708,642,2008
781,893,500,393,2008
782,2742,1500,1242,2008
783,340,185,155,2008
784,1037,579,458,2008
785,1178,679,499,2008
786,692,389,303,2008
787,142,75,67,2008
788,538,304,234,2008
789,504,265,239,2008
790,660,372,288,2008
791,964,529,435,2008
792,3819,2075,1744,2008
793,153,84,69,2008
794,388,230,158,2008
795,869,491,378,2008
796,243,125,118,2008
797,1206,676,530,2008
798,1302,686,616,2008
799,311,165,146,2008
800,2212,1257,955,2008
801,2442,1363,1079,2008
802,434,231,203,2008
803,688,401,287,2008
804,241,141,100,2008
805,2345,1273,1072,2008
806,1636,902,734,2008
807,1796,1010,786,2008
808,482,269,213,2008
809,1827,1024,803,2008
810,898,511,387,2008
811,1115,613,502,2008
812,838,478,360,2008
813,2451,1347,1104,2008
814,664,345,319,2008
815,790,418,372,2008
816,930,517,413,2008
817,348,184,164,2008
818,740,387,353,2008
819,146,81,65,2008
820,223,114,109,2008
821,917,494,423,2008
822,1202,654,548,2008
823,705,382,323,2008
824,648,363,285,2008
825,1714,946,768,2008
826,4112,2251,1861,2008
827,1790,980,810,2008
828,158,88,70,2008
829,642,340,302,2008
830,1732,981,751,2008
831,378,207,171,2008
832,1397,761,636,2008
833,300,167,133,2008
834,1508,845,663,2008
835,1969,1060,909,2008
836,451,254,197,2008
837,1085,580,505,2008
838,376,196,180,2008
839,858,469,389,2008
840,719,414,305,2008
841,1233,680,553,2008
842,1713,931,782,2008
843,1313,717,596,2008
844,1584,874,710,2008
845,352,199,153,2008
846,1056,569,487,2008
847,851,461,390,2008
848,439,241,198,2008
849,821,448,373,2008
850,2239,1252,987,2008
851,952,523,429,2008
852,1438,779,659,2008
853,600,343,257,2008
854,73,39,34,2008
855,1893,1018,875,2008
856,780,436,344,2008
857,1839,963,876,2008
858,1326,730,596,2008
859,596,347,249,2008
860,1053,583,470,2008
861,481,269,212,2008
862,505,281,224,2008
863,828,442,386,2008
864,215,127,88,2008
865,951,529,422,2008
866,553,341,212,2008
867,821,446,375,2008
868,630,357,273,2008
869,469,264,205,2008
870,1303,689,614,2008
871,571,331,240,2008
872,1454,785,669,2008
873,1249,685,564,2008
874,632,353,279,2008
875,754,418,336,2008
876,839,452,387,2008
877,740,406,334,2008
878,647,352,295,2008
879,401,221,180,2008
880,296,161,135,2008
881,608,341,267,2008
882,504,273,231,2008
883,2529,1390,1139,2008
884,297,176,121,2008
885,236,130,106,2008
886,516,300,216,2008
887,571,309,262,2008
888,1202,668,534,2008
889,775,417,358,2008
890,814,448,366,2008
891,273,157,116,2008
892,1226,703,523,2008
893,779,437,342,2008
894,1423,782,641,2008
895,683,370,313,2008
896,2286,1265,1021,2008
897,1230,680,550,2008
898,1121,626,495,2008
899,736,385,351,2008
900,430,233,197,2008
901,592,332,260,2008
902,1175,663,512,2008
903,829,446,383,2008
904,1293,713,580,2008
905,563,307,256,2008
906,1243,689,554,2008
907,455,235,220,2008
908,1307,721,586,2008
909,891,492,399,2008
910,1072,582,490,2008
911,1868,1043,825,2008
912,2250,1251,999,2008
913,972,525,447,2008
914,461,217,244,2008
915,507,267,240,2008
916,2338,1293,1045,2008
917,662,361,301,2008
918,1283,709,574,2008
919,1243,702,541,2008
920,647,345,302,2008
921,1147,639,508,2008
922,2174,1250,924,2008
923,292,146,146,2008
924,1997,1082,915,2008
925,1162,600,562,2008
926,2006,1141,865,2008
927,628,357,271,2008
928,1118,607,511,2008
929,306,171,135,2008
930,506,262,244,2008
931,321,160,161,2008
932,1362,764,598,2008
933,561,319,242,2008
934,352,192,160,2008
935,546,294,252,2008
936,2329,1284,1045,2008
937,1502,797,705,2008
938,199,104,95,2008
939,378,199,179,2008
940,1617,884,733,2008
941,442,242,200,2008
942,931,518,413,2008
943,1749,1029,720,2008
944,882,480,402,2008
945,455,255,200,2008
946,905,471,434,2008
947,169,88,81,2008
948,748,438,310,2008
949,1256,670,586,2008
950,509,283,226,2008
951,587,307,280,2008
952,225,109,116,2008
953,611,333,278,2008
954,492,270,222,2008
955,1043,574,469,2008
956,1020,580,440,2008
957,1002,589,413,2008
958,1194,659,535,2008
959,373,195,178,2008
960,1200,650,550,2008
961,509,266,243,2008
962,1026,544,482,2008
963,1340,759,581,2008
964,677,367,310,2008
965,1770,966,804,2008
966,193,102,91,2008
967,1087,626,461,2008
968,72,35,37,2008
969,1276,666,610,2008
970,767,422,345,2008
971,119,63,56,2008
972,1947,1080,867,2008
973,571,302,269,2008
974,608,337,271,2008
975,729,387,342,2008
976,676,383,293,2008
977,668,355,313,2008
978,354,196,158,2008
979,596,324,272,2008
980,684,376,308,2008
981,1336,735,601,2008
982,1010,562,448,2008
983,1213,700,513,2008
984,2664,1469,1195,2008
985,1551,862,689,2008
986,607,337,270,2008
987,1158,655,503,2008
988,590,329,261,2008
989,581,314,267,2008
990,3003,1657,1346,2008
991,3523,1965,1558,2008
992,1537,881,656,2008
993,1153,616,537,2008
994,568,318,250,2008
995,1039,557,482,2008
996,481,265,216,2008
997,97,46,51,2008
998,767,430,337,2008
999,2106,1185,921,2008
1000,290,157,133,2008
