"precinct","population.size","voted.democrat","voted.republican","year"
359,371,193,178,2004
360,1166,658,508,2004
361,2780,1488,1292,2004
362,636,335,301,2004
363,1546,879,667,2004
364,318,172,146,2004
365,1424,757,667,2004
366,528,300,228,2004
367,2032,1090,942,2004
368,370,197,173,2004
369,120,64,56,2004
370,5379,2958,2421,2004
371,193,101,92,2004
372,2066,1145,921,2004
373,683,386,297,2004
374,1393,766,627,2004
375,941,516,425,2004
376,830,495,335,2004
377,317,166,151,2004
378,679,361,318,2004
379,2009,1138,871,2004
380,2697,1464,1233,2004
381,634,335,299,2004
382,1655,926,729,2004
383,490,259,231,2004
384,500,259,241,2004
385,399,231,168,2004
386,235,123,112,2004
387,1007,553,454,2004
388,378,224,154,2004
389,4883,2626,2257,2004
390,1649,861,788,2004
391,830,467,363,2004
392,137,79,58,2004
393,505,290,215,2004
394,1355,747,608,2004
395,1006,573,433,2004
396,1060,568,492,2004
397,315,176,139,2004
398,678,357,321,2004
399,1794,1005,789,2004
400,645,349,296,2004
401,72,38,34,2004
402,519,269,250,2004
403,2029,1115,914,2004
404,514,303,211,2004
405,571,319,252,2004
406,561,321,240,2004
407,2080,1114,966,2004
408,854,464,390,2004
409,668,365,303,2004
410,352,178,174,2004
411,1337,733,604,2004
412,484,276,208,2004
413,649,367,282,2004
414,387,216,171,2004
415,1363,765,598,2004
416,1212,696,516,2004
417,624,333,291,2004
418,696,361,335,2004
419,3143,1707,1436,2004
420,283,147,136,2004
421,866,446,420,2004
422,472,241,231,2004
423,2462,1393,1069,2004
424,1507,838,669,2004
425,225,130,95,2004
426,162,79,83,2004
427,469,283,186,2004
428,1139,621,518,2004
429,1535,829,706,2004
430,2206,1235,971,2004
431,457,259,198,2004
432,570,296,274,2004
433,1039,599,440,2004
434,3030,1671,1359,2004
435,332,187,145,2004
436,1775,965,810,2004
437,1200,689,511,2004
438,1748,970,778,2004
439,245,138,107,2004
440,741,421,320,2004
441,169,95,74,2004
442,3376,1858,1518,2004
443,530,302,228,2004
444,2024,1108,916,2004
445,681,360,321,2004
446,18,13,5,2004
447,1956,1049,907,2004
448,490,271,219,2004
449,1156,639,517,2004
450,485,276,209,2004
451,2931,1611,1320,2004
452,1391,751,640,2004
453,1330,732,598,2004
454,1692,928,764,2004
455,1931,1027,904,2004
456,1351,740,611,2004
457,568,308,260,2004
458,447,244,203,2004
459,1567,891,676,2004
460,964,516,448,2004
461,688,374,314,2004
462,1485,842,643,2004
463,212,114,98,2004
464,41,25,16,2004
465,329,194,135,2004
466,1138,587,551,2004
467,2695,1482,1213,2004
468,1182,660,522,2004
469,550,304,246,2004
470,1307,721,586,2004
471,201,107,94,2004
472,469,258,211,2004
473,859,467,392,2004
474,1107,631,476,2004
475,202,113,89,2004
476,891,506,385,2004
477,871,458,413,2004
478,2200,1230,970,2004
479,158,80,78,2004
480,366,197,169,2004
481,47,27,20,2004
482,329,184,145,2004
483,970,534,436,2004
484,1173,642,531,2004
485,251,131,120,2004
486,255,138,117,2004
487,195,117,78,2004
488,496,265,231,2004
489,86,51,35,2004
490,2331,1292,1039,2004
491,1643,911,732,2004
492,921,525,396,2004
493,792,416,376,2004
494,2746,1521,1225,2004
495,258,154,104,2004
496,3071,1696,1375,2004
497,523,272,251,2004
498,483,263,220,2004
499,393,237,156,2004
500,733,406,327,2004
501,1150,639,511,2004
502,819,441,378,2004
503,2237,1174,1063,2004
504,1466,803,663,2004
505,2517,1429,1088,2004
506,2032,1129,903,2004
507,2289,1222,1067,2004
508,1607,923,684,2004
509,611,338,273,2004
510,35,19,16,2004
511,298,175,123,2004
512,47,27,20,2004
513,726,388,338,2004
514,4807,2695,2112,2004
515,1349,724,625,2004
516,372,200,172,2004
517,632,348,284,2004
518,1788,953,835,2004
519,1409,733,676,2004
520,445,230,215,2004
521,610,338,272,2004
522,562,293,269,2004
523,1517,823,694,2004
524,679,398,281,2004
525,707,361,346,2004
526,75,46,29,2004
527,1257,655,602,2004
528,1504,832,672,2004
529,719,398,321,2004
530,390,210,180,2004
531,1123,614,509,2004
532,676,414,262,2004
533,799,450,349,2004
534,1499,839,660,2004
535,977,561,416,2004
536,1605,892,713,2004
537,554,302,252,2004
538,714,385,329,2004
539,262,137,125,2004
540,499,288,211,2004
541,963,524,439,2004
542,618,343,275,2004
543,851,476,375,2004
544,282,148,134,2004
545,315,184,131,2004
546,463,265,198,2004
547,431,225,206,2004
548,956,517,439,2004
549,897,478,419,2004
550,1258,685,573,2004
551,920,498,422,2004
552,1442,823,619,2004
553,209,113,96,2004
554,719,391,328,2004
555,1049,578,471,2004
556,1580,858,722,2004
557,404,236,168,2004
558,1403,767,636,2004
559,791,422,369,2004
560,776,432,344,2004
561,365,181,184,2004
562,1125,585,540,2004
563,2138,1181,957,2004
564,83,44,39,2004
565,884,479,405,2004
566,449,259,190,2004
567,219,123,96,2004
568,353,186,167,2004
569,1158,656,502,2004
570,370,200,170,2004
571,1301,721,580,2004
572,197,101,96,2004
573,2713,1471,1242,2004
574,1259,656,603,2004
575,1558,855,703,2004
576,990,536,454,2004
577,1768,955,813,2004
578,949,508,441,2004
579,2559,1401,1158,2004
580,367,197,170,2004
581,505,299,206,2004
582,396,216,180,2004
583,4156,2370,1786,2004
584,126,59,67,2004
585,228,130,98,2004
586,1204,657,547,2004
587,610,312,298,2004
588,1125,635,490,2004
589,606,347,259,2004
590,851,484,367,2004
591,4872,2695,2177,2004
592,743,395,348,2004
593,2487,1394,1093,2004
594,1675,918,757,2004
595,345,199,146,2004
596,2553,1417,1136,2004
597,312,174,138,2004
598,711,425,286,2004
599,1637,904,733,2004
600,1354,732,622,2004
601,1332,750,582,2004
602,327,192,135,2004
603,3056,1696,1360,2004
604,314,169,145,2004
605,1052,585,467,2004
606,621,345,276,2004
607,579,313,266,2004
608,564,291,273,2004
609,1518,829,689,2004
610,1611,886,725,2004
611,286,175,111,2004
612,627,340,287,2004
613,1833,995,838,2004
614,71,41,30,2004
615,2918,1594,1324,2004
616,130,72,58,2004
617,782,425,357,2004
618,29,16,13,2004
619,1429,784,645,2004
620,45,27,18,2004
621,1739,994,745,2004
622,912,486,426,2004
623,2447,1307,1140,2004
624,2152,1174,978,2004
625,1153,649,504,2004
626,341,191,150,2004
627,583,340,243,2004
628,198,113,85,2004
629,242,141,101,2004
630,1444,790,654,2004
631,2030,1130,900,2004
632,1774,1019,755,2004
633,1892,1031,861,2004
634,379,204,175,2004
635,987,560,427,2004
636,852,437,415,2004
637,436,243,193,2004
638,1680,948,732,2004
639,27,16,11,2004
640,587,328,259,2004
641,611,350,261,2004
642,234,124,110,2004
643,2309,1266,1043,2004
644,1208,701,507,2004
645,709,386,323,2004
646,593,335,258,2004
647,447,243,204,2004
648,323,166,157,2004
649,1059,564,495,2004
650,962,546,416,2004
651,262,148,114,2004
652,431,230,201,2004
653,858,476,382,2004
654,415,231,184,2004
655,1691,959,732,2004
656,674,372,302,2004
657,24,12,12,2004
658,1033,578,455,2004
659,593,352,241,2004
660,180,100,80,2004
661,3580,1996,1584,2004
662,31,20,11,2004
663,1071,598,473,2004
664,1062,562,500,2004
665,1532,858,674,2004
666,1741,980,761,2004
667,589,307,282,2004
668,2528,1401,1127,2004
669,655,355,300,2004
670,1636,868,768,2004
671,1431,803,628,2004
672,2519,1378,1141,2004
673,1537,854,683,2004
674,307,167,140,2004
675,430,241,189,2004
676,3110,1685,1425,2004
677,1833,1001,832,2004
678,335,210,125,2004
679,70,34,36,2004
680,1167,633,534,2004
681,1129,624,505,2004
682,1491,782,709,2004
683,552,302,250,2004
684,814,447,367,2004
685,169,96,73,2004
686,856,452,404,2004
687,685,374,311,2004
688,1317,715,602,2004
689,633,343,290,2004
690,83,44,39,2004
691,535,288,247,2004
692,578,316,262,2004
693,830,465,365,2004
694,1492,811,681,2004
695,2051,1131,920,2004
696,2805,1459,1346,2004
697,1382,798,584,2004
698,2782,1558,1224,2004
699,1133,621,512,2004
700,1185,652,533,2004
701,985,542,443,2004
702,1717,936,781,2004
703,758,456,302,2004
704,1794,973,821,2004
705,870,505,365,2004
706,1914,1054,860,2004
707,888,448,440,2004
708,61,34,27,2004
709,3419,1892,1527,2004
710,1027,576,451,2004
711,264,159,105,2004
712,262,125,137,2004
713,610,344,266,2004
714,168,99,69,2004
715,850,485,365,2004
716,841,442,399,2004
717,443,254,189,2004
718,546,310,236,2004
719,1737,970,767,2004
720,2584,1459,1125,2004
721,1409,782,627,2004
722,1401,746,655,2004
723,325,173,152,2004
724,2415,1350,1065,2004
725,289,170,119,2004
726,60,36,24,2004
727,1538,842,696,2004
728,250,130,120,2004
729,1443,763,680,2004
730,282,163,119,2004
731,1690,954,736,2004
732,1028,583,445,2004
733,3889,2129,1760,2004
734,290,165,125,2004
735,223,108,115,2004
736,1107,622,485,2004
737,555,294,261,2004
738,2326,1279,1047,2004
739,1562,837,725,2004
740,230,122,108,2004
741,274,163,111,2004
742,39,20,19,2004
743,594,314,280,2004
744,479,259,220,2004
745,3540,1967,1573,2004
746,643,371,272,2004
747,110,62,48,2004
748,1211,670,541,2004
749,312,160,152,2004
750,893,485,408,2004
751,2535,1417,1118,2004
752,257,133,124,2004
753,1203,671,532,2004
754,406,222,184,2004
755,1188,653,535,2004
756,752,417,335,2004
757,2033,1154,879,2004
758,971,552,419,2004
759,481,260,221,2004
760,477,270,207,2004
761,103,51,52,2004
762,580,309,271,2004
763,551,307,244,2004
764,2302,1258,1044,2004
765,88,44,44,2004
766,688,396,292,2004
767,341,190,151,2004
768,430,228,202,2004
769,629,345,284,2004
770,902,510,392,2004
771,1681,910,771,2004
772,103,61,42,2004
773,2481,1399,1082,2004
774,2091,1169,922,2004
775,367,195,172,2004
776,1533,835,698,2004
777,1039,563,476,2004
778,2678,1405,1273,2004
779,27,18,9,2004
780,1459,807,652,2004
781,1565,830,735,2004
782,1239,676,563,2004
783,516,298,218,2004
784,619,348,271,2004
785,115,63,52,2004
786,867,460,407,2004
787,345,185,160,2004
788,576,310,266,2004
789,1435,769,666,2004
790,62,37,25,2004
791,603,336,267,2004
792,812,446,366,2004
793,635,334,301,2004
794,1652,887,765,2004
795,924,490,434,2004
796,646,345,301,2004
797,1659,912,747,2004
798,361,214,147,2004
799,412,221,191,2004
800,370,217,153,2004
801,922,521,401,2004
802,1110,616,494,2004
803,788,425,363,2004
804,713,363,350,2004
805,4074,2214,1860,2004
806,923,500,423,2004
807,762,440,322,2004
808,95,42,53,2004
809,2039,1127,912,2004
810,591,339,252,2004
811,1084,605,479,2004
812,679,355,324,2004
813,1406,754,652,2004
814,2009,1118,891,2004
815,546,299,247,2004
816,1777,943,834,2004
817,2601,1397,1204,2004
818,430,238,192,2004
819,558,311,247,2004
820,1240,689,551,2004
821,991,547,444,2004
822,1145,647,498,2004
823,379,204,175,2004
824,388,208,180,2004
825,590,312,278,2004
826,599,333,266,2004
827,54,31,23,2004
828,2058,1157,901,2004
829,589,330,259,2004
830,603,328,275,2004
831,1944,1024,920,2004
832,2323,1258,1065,2004
833,830,450,380,2004
834,3517,1874,1643,2004
835,917,506,411,2004
836,830,470,360,2004
837,316,175,141,2004
838,905,488,417,2004
839,346,193,153,2004
840,1157,647,510,2004
841,1509,794,715,2004
842,731,401,330,2004
843,237,124,113,2004
844,1943,1096,847,2004
845,756,401,355,2004
846,18,14,4,2004
847,645,344,301,2004
848,1710,921,789,2004
849,490,268,222,2004
850,657,372,285,2004
851,363,204,159,2004
852,400,231,169,2004
853,195,117,78,2004
854,1115,604,511,2004
855,946,536,410,2004
856,264,137,127,2004
857,344,190,154,2004
858,748,413,335,2004
859,167,92,75,2004
860,1019,573,446,2004
861,723,394,329,2004
862,1635,920,715,2004
863,585,334,251,2004
864,205,107,98,2004
865,497,274,223,2004
866,641,354,287,2004
867,2285,1238,1047,2004
868,1122,616,506,2004
869,1395,747,648,2004
870,1429,762,667,2004
871,655,370,285,2004
872,543,312,231,2004
873,2167,1240,927,2004
874,1016,562,454,2004
875,1298,745,553,2004
876,994,522,472,2004
877,1405,772,633,2004
878,2255,1252,1003,2004
879,1266,715,551,2004
880,2112,1123,989,2004
881,1376,747,629,2004
882,579,329,250,2004
883,831,450,381,2004
884,1095,597,498,2004
885,848,471,377,2004
886,790,417,373,2004
887,1139,647,492,2004
888,890,468,422,2004
889,587,324,263,2004
890,1343,742,601,2004
891,985,539,446,2004
892,1250,723,527,2004
893,3165,1706,1459,2004
894,333,168,165,2004
895,808,441,367,2004
896,1170,638,532,2004
897,1315,767,548,2004
898,841,452,389,2004
899,1371,785,586,2004
900,247,119,128,2004
901,3135,1715,1420,2004
902,732,413,319,2004
903,335,170,165,2004
904,871,499,372,2004
905,2091,1166,925,2004
906,140,71,69,2004
907,569,330,239,2004
908,3581,1988,1593,2004
909,625,360,265,2004
910,1226,683,543,2004
911,1082,618,464,2004
912,333,172,161,2004
913,1075,596,479,2004
914,1577,866,711,2004
915,1096,597,499,2004
916,1390,782,608,2004
917,1912,1070,842,2004
918,68,41,27,2004
919,632,368,264,2004
920,1472,798,674,2004
921,781,429,352,2004
922,831,440,391,2004
923,683,359,324,2004
924,838,459,379,2004
925,386,199,187,2004
926,407,223,184,2004
927,330,196,134,2004
928,191,94,97,2004
929,288,158,130,2004
930,933,509,424,2004
931,184,99,85,2004
932,757,409,348,2004
933,918,519,399,2004
934,2758,1514,1244,2004
935,530,293,237,2004
936,551,316,235,2004
937,266,151,115,2004
938,919,509,410,2004
939,510,279,231,2004
940,723,375,348,2004
941,1820,975,845,2004
942,891,480,411,2004
943,1899,1030,869,2004
944,270,142,128,2004
945,511,297,214,2004
946,2790,1515,1275,2004
947,1125,624,501,2004
948,1171,656,515,2004
949,826,444,382,2004
950,2108,1147,961,2004
951,3691,2100,1591,2004
952,945,522,423,2004
953,40,17,23,2004
954,2302,1258,1044,2004
955,656,377,279,2004
956,956,526,430,2004
957,116,65,51,2004
958,767,423,344,2004
959,230,116,114,2004
960,737,407,330,2004
961,1459,833,626,2004
962,372,194,178,2004
963,1110,600,510,2004
964,434,228,206,2004
965,1338,758,580,2004
966,339,194,145,2004
967,139,80,59,2004
968,319,173,146,2004
969,609,337,272,2004
970,516,279,237,2004
971,1016,559,457,2004
972,896,500,396,2004
973,1235,683,552,2004
974,18,11,7,2004
975,2444,1345,1099,2004
976,9,6,3,2004
977,272,146,126,2004
978,112,67,45,2004
979,591,323,268,2004
980,2251,1227,1024,2004
981,195,112,83,2004
982,154,75,79,2004
983,524,275,249,2004
984,387,215,172,2004
985,964,519,445,2004
986,1756,927,829,2004
987,358,188,170,2004
988,2236,1234,1002,2004
989,2306,1282,1024,2004
990,2460,1377,1083,2004
991,2117,1093,1024,2004
992,4443,2506,1937,2004
993,475,255,220,2004
994,2168,1183,985,2004
995,428,227,201,2004
996,133,80,53,2004
997,832,471,361,2004
998,1580,856,724,2004
999,2137,1160,977,2004
1000,1109,624,485,2004
