"precinct","population.size","voted.democrat","voted.republican","year"
317,656,393,263,2012
318,1001,551,450,2012
319,833,469,364,2012
320,880,508,372,2012
321,1449,786,663,2012
322,784,424,360,2012
323,1322,740,582,2012
324,610,356,254,2012
325,859,462,397,2012
326,986,524,462,2012
327,1381,763,618,2012
328,1099,617,482,2012
329,1031,597,434,2012
330,1124,598,526,2012
331,648,351,297,2012
332,840,469,371,2012
333,1240,691,549,2012
334,1072,588,484,2012
335,999,552,447,2012
336,1225,662,563,2012
337,1033,566,467,2012
338,737,387,350,2012
339,913,496,417,2012
340,1114,598,516,2012
341,885,493,392,2012
342,690,378,312,2012
343,599,329,270,2012
344,875,489,386,2012
345,851,448,403,2012
346,634,345,289,2012
347,1038,548,490,2012
348,735,384,351,2012
349,1117,612,505,2012
350,976,557,419,2012
351,937,532,405,2012
352,916,482,434,2012
353,1338,751,587,2012
354,1189,633,556,2012
355,1099,595,504,2012
356,835,467,368,2012
357,684,411,273,2012
358,733,404,329,2012
359,523,283,240,2012
360,1125,623,502,2012
361,766,434,332,2012
362,2099,1178,921,2012
363,1199,643,556,2012
364,710,403,307,2012
365,792,422,370,2012
366,1263,694,569,2012
367,1467,803,664,2012
368,639,363,276,2012
369,1110,603,507,2012
370,948,513,435,2012
371,1043,574,469,2012
372,804,460,344,2012
373,1139,625,514,2012
374,954,553,401,2012
375,747,421,326,2012
376,923,497,426,2012
377,1115,628,487,2012
378,1250,656,594,2012
379,689,371,318,2012
380,1279,717,562,2012
381,839,471,368,2012
382,993,532,461,2012
383,925,513,412,2012
384,938,513,425,2012
385,1290,706,584,2012
386,1174,616,558,2012
387,1014,541,473,2012
388,1349,724,625,2012
389,679,376,303,2012
390,1009,572,437,2012
391,764,430,334,2012
392,948,525,423,2012
393,970,527,443,2012
394,1971,1051,920,2012
395,724,374,350,2012
396,771,422,349,2012
397,1080,568,512,2012
398,797,441,356,2012
399,1040,562,478,2012
400,1384,764,620,2012
401,585,319,266,2012
402,1200,675,525,2012
403,1370,782,588,2012
404,699,388,311,2012
405,1258,699,559,2012
406,873,485,388,2012
407,1210,669,541,2012
408,1186,651,535,2012
409,835,442,393,2012
410,1092,590,502,2012
411,881,493,388,2012
412,825,455,370,2012
413,1228,659,569,2012
414,825,465,360,2012
415,958,503,455,2012
416,969,535,434,2012
417,955,520,435,2012
418,963,537,426,2012
419,1334,730,604,2012
420,755,407,348,2012
421,988,551,437,2012
422,725,422,303,2012
423,801,465,336,2012
424,925,519,406,2012
425,915,485,430,2012
426,1046,547,499,2012
427,1284,700,584,2012
428,1110,631,479,2012
429,862,476,386,2012
430,929,535,394,2012
431,1118,638,480,2012
432,1010,541,469,2012
433,1350,763,587,2012
434,971,561,410,2012
435,867,460,407,2012
436,585,323,262,2012
437,1328,740,588,2012
438,877,501,376,2012
439,729,401,328,2012
440,888,505,383,2012
441,835,476,359,2012
442,1072,587,485,2012
443,1053,583,470,2012
444,1106,590,516,2012
445,1130,621,509,2012
446,1267,700,567,2012
447,1162,635,527,2012
448,1255,714,541,2012
449,973,540,433,2012
450,1268,690,578,2012
451,939,523,416,2012
452,798,434,364,2012
453,1153,631,522,2012
454,793,432,361,2012
455,765,412,353,2012
456,896,529,367,2012
457,739,401,338,2012
458,1032,532,500,2012
459,1485,797,688,2012
460,1147,658,489,2012
461,835,460,375,2012
462,1355,749,606,2012
463,1425,804,621,2012
464,1109,597,512,2012
465,1163,610,553,2012
466,941,520,421,2012
467,699,390,309,2012
468,853,487,366,2012
469,919,520,399,2012
470,1268,719,549,2012
471,1843,1038,805,2012
472,1294,711,583,2012
473,1051,566,485,2012
474,1380,731,649,2012
475,1085,625,460,2012
476,636,370,266,2012
477,1377,767,610,2012
478,1080,586,494,2012
479,1077,580,497,2012
480,978,548,430,2012
481,1060,608,452,2012
482,870,484,386,2012
483,1448,810,638,2012
484,992,545,447,2012
485,1013,554,459,2012
486,1012,545,467,2012
487,908,495,413,2012
488,886,501,385,2012
489,888,508,380,2012
490,582,323,259,2012
491,918,503,415,2012
492,1081,576,505,2012
493,999,558,441,2012
494,844,480,364,2012
495,1404,764,640,2012
496,1058,599,459,2012
497,749,408,341,2012
498,1189,636,553,2012
499,751,422,329,2012
500,1248,702,546,2012
501,784,419,365,2012
502,1086,579,507,2012
503,890,473,417,2012
504,663,359,304,2012
505,975,547,428,2012
506,1116,621,495,2012
507,783,409,374,2012
508,1308,745,563,2012
509,1024,574,450,2012
510,1109,598,511,2012
511,842,462,380,2012
512,1016,572,444,2012
513,1273,697,576,2012
514,969,529,440,2012
515,940,523,417,2012
516,1432,791,641,2012
517,991,522,469,2012
518,454,252,202,2012
519,1073,574,499,2012
520,1187,647,540,2012
521,745,427,318,2012
522,1075,602,473,2012
523,1180,627,553,2012
524,869,461,408,2012
525,704,369,335,2012
526,937,510,427,2012
527,953,534,419,2012
528,949,538,411,2012
529,1534,850,684,2012
530,704,385,319,2012
531,734,404,330,2012
532,681,370,311,2012
533,1073,604,469,2012
534,779,422,357,2012
535,801,425,376,2012
536,694,373,321,2012
537,1219,668,551,2012
538,713,384,329,2012
539,922,473,449,2012
540,773,431,342,2012
541,773,407,366,2012
542,1245,679,566,2012
543,1336,709,627,2012
544,751,406,345,2012
545,1079,588,491,2012
546,816,436,380,2012
547,859,462,397,2012
548,934,517,417,2012
549,815,456,359,2012
550,1106,633,473,2012
551,1094,604,490,2012
552,923,494,429,2012
553,1058,594,464,2012
554,930,511,419,2012
555,963,513,450,2012
556,742,411,331,2012
557,702,363,339,2012
558,1022,541,481,2012
559,844,481,363,2012
560,1297,749,548,2012
561,1245,661,584,2012
562,944,534,410,2012
563,968,528,440,2012
564,1148,627,521,2012
565,1260,702,558,2012
566,926,548,378,2012
567,1030,600,430,2012
568,1248,702,546,2012
569,1072,600,472,2012
570,810,462,348,2012
571,827,461,366,2012
572,749,427,322,2012
573,788,435,353,2012
574,1144,620,524,2012
575,1088,578,510,2012
576,889,497,392,2012
577,944,533,411,2012
578,773,436,337,2012
579,1208,647,561,2012
580,714,407,307,2012
581,1160,677,483,2012
582,922,527,395,2012
583,932,534,398,2012
584,1698,915,783,2012
585,979,538,441,2012
586,798,408,390,2012
587,828,481,347,2012
588,826,444,382,2012
589,1159,637,522,2012
590,999,567,432,2012
591,748,384,364,2012
592,905,507,398,2012
593,1559,844,715,2012
594,984,530,454,2012
595,820,440,380,2012
596,1153,633,520,2012
597,1413,773,640,2012
598,1127,629,498,2012
599,1200,677,523,2012
600,1371,723,648,2012
601,900,483,417,2012
602,1323,715,608,2012
603,1069,599,470,2012
604,694,405,289,2012
605,480,267,213,2012
606,1189,666,523,2012
607,1305,714,591,2012
608,941,535,406,2012
609,690,381,309,2012
610,1066,604,462,2012
611,883,497,386,2012
612,1191,657,534,2012
613,1158,655,503,2012
614,648,346,302,2012
615,1131,629,502,2012
616,1158,650,508,2012
617,694,387,307,2012
618,1187,612,575,2012
619,1427,776,651,2012
620,756,402,354,2012
621,910,502,408,2012
622,1232,642,590,2012
623,1030,556,474,2012
624,880,471,409,2012
625,734,387,347,2012
626,721,393,328,2012
627,496,287,209,2012
628,1266,700,566,2012
629,978,526,452,2012
630,756,407,349,2012
631,973,561,412,2012
632,1293,703,590,2012
633,868,505,363,2012
634,1106,602,504,2012
635,1139,599,540,2012
636,1167,627,540,2012
637,531,262,269,2012
638,1173,657,516,2012
639,892,470,422,2012
640,1967,1075,892,2012
641,614,343,271,2012
642,1210,739,471,2012
643,1048,568,480,2012
644,938,515,423,2012
645,998,579,419,2012
646,1019,540,479,2012
647,733,397,336,2012
648,1115,599,516,2012
649,1072,575,497,2012
650,816,471,345,2012
651,1401,775,626,2012
652,1248,668,580,2012
653,834,462,372,2012
654,836,448,388,2012
655,1483,786,697,2012
656,1008,577,431,2012
657,818,463,355,2012
658,773,450,323,2012
659,575,308,267,2012
660,1214,673,541,2012
661,1352,752,600,2012
662,1473,842,631,2012
663,999,567,432,2012
664,780,425,355,2012
665,621,354,267,2012
666,624,328,296,2012
667,1071,608,463,2012
668,1369,756,613,2012
669,802,437,365,2012
670,793,409,384,2012
671,1342,744,598,2012
672,664,361,303,2012
673,1240,674,566,2012
674,1224,641,583,2012
675,842,458,384,2012
676,1419,794,625,2012
677,1159,650,509,2012
678,664,365,299,2012
679,631,352,279,2012
680,973,509,464,2012
681,605,338,267,2012
682,1101,612,489,2012
683,839,484,355,2012
684,1246,696,550,2012
685,945,546,399,2012
686,1049,584,465,2012
687,1144,636,508,2012
688,1009,572,437,2012
689,845,471,374,2012
690,941,493,448,2012
691,951,524,427,2012
692,1106,618,488,2012
693,913,504,409,2012
694,825,457,368,2012
695,677,373,304,2012
696,1033,534,499,2012
697,997,567,430,2012
698,906,492,414,2012
699,713,386,327,2012
700,1113,604,509,2012
701,1050,601,449,2012
702,1038,561,477,2012
703,923,501,422,2012
704,861,451,410,2012
705,846,477,369,2012
706,1035,569,466,2012
707,787,439,348,2012
708,900,479,421,2012
709,1107,576,531,2012
710,1007,539,468,2012
711,1153,635,518,2012
712,751,405,346,2012
713,1202,630,572,2012
714,1006,560,446,2012
715,1002,543,459,2012
716,973,568,405,2012
717,809,468,341,2012
718,1198,659,539,2012
719,949,536,413,2012
720,1386,755,631,2012
721,1143,626,517,2012
722,1544,849,695,2012
723,1096,628,468,2012
724,767,427,340,2012
725,784,417,367,2012
726,754,406,348,2012
727,1305,710,595,2012
728,1509,837,672,2012
729,1101,597,504,2012
730,615,330,285,2012
731,969,521,448,2012
732,959,518,441,2012
733,1544,843,701,2012
734,965,526,439,2012
735,717,380,337,2012
736,819,468,351,2012
737,959,510,449,2012
738,896,486,410,2012
739,1019,564,455,2012
740,757,395,362,2012
741,872,478,394,2012
742,1526,855,671,2012
743,853,485,368,2012
744,895,506,389,2012
745,927,531,396,2012
746,929,527,402,2012
747,987,511,476,2012
748,917,491,426,2012
749,1104,633,471,2012
750,866,490,376,2012
751,677,386,291,2012
752,969,534,435,2012
753,852,450,402,2012
754,624,353,271,2012
755,949,551,398,2012
756,538,282,256,2012
757,689,355,334,2012
758,1049,568,481,2012
759,1172,640,532,2012
760,769,422,347,2012
761,1263,678,585,2012
762,806,452,354,2012
763,1088,569,519,2012
764,1121,622,499,2012
765,1458,789,669,2012
766,990,534,456,2012
767,1098,602,496,2012
768,950,522,428,2012
769,856,443,413,2012
770,832,461,371,2012
771,979,528,451,2012
772,818,441,377,2012
773,936,510,426,2012
774,1115,636,479,2012
775,926,508,418,2012
776,802,418,384,2012
777,1275,682,593,2012
778,1027,561,466,2012
779,868,498,370,2012
780,1167,666,501,2012
781,1151,650,501,2012
782,864,475,389,2012
783,1260,683,577,2012
784,1230,654,576,2012
785,839,437,402,2012
786,672,371,301,2012
787,638,336,302,2012
788,982,535,447,2012
789,924,520,404,2012
790,1203,694,509,2012
791,852,457,395,2012
792,539,296,243,2012
793,697,387,310,2012
794,936,535,401,2012
795,869,496,373,2012
796,854,465,389,2012
797,1490,805,685,2012
798,900,487,413,2012
799,669,387,282,2012
800,1154,620,534,2012
801,1076,605,471,2012
802,693,393,300,2012
803,839,469,370,2012
804,650,338,312,2012
805,850,476,374,2012
806,935,503,432,2012
807,1083,582,501,2012
808,969,550,419,2012
809,510,273,237,2012
810,927,531,396,2012
811,645,348,297,2012
812,980,528,452,2012
813,980,524,456,2012
814,879,477,402,2012
815,736,383,353,2012
816,999,569,430,2012
817,1060,593,467,2012
818,1368,783,585,2012
819,1018,569,449,2012
820,1069,597,472,2012
821,781,451,330,2012
822,867,480,387,2012
823,935,521,414,2012
824,1198,640,558,2012
825,750,399,351,2012
826,881,480,401,2012
827,835,469,366,2012
828,1197,635,562,2012
829,806,420,386,2012
830,1102,597,505,2012
831,1136,645,491,2012
832,1162,636,526,2012
833,961,518,443,2012
834,1034,554,480,2012
835,1115,612,503,2012
836,814,422,392,2012
837,712,399,313,2012
838,1410,776,634,2012
839,767,398,369,2012
840,784,443,341,2012
841,1078,597,481,2012
842,934,514,420,2012
843,1482,819,663,2012
844,896,509,387,2012
845,1002,544,458,2012
846,964,526,438,2012
847,878,482,396,2012
848,1019,559,460,2012
849,834,450,384,2012
850,1063,576,487,2012
851,1440,791,649,2012
852,1179,689,490,2012
853,953,531,422,2012
854,1278,675,603,2012
855,791,469,322,2012
856,715,392,323,2012
857,727,413,314,2012
858,926,507,419,2012
859,1027,570,457,2012
860,1035,596,439,2012
861,769,415,354,2012
862,1135,635,500,2012
863,822,453,369,2012
864,1010,547,463,2012
865,1087,573,514,2012
866,1053,579,474,2012
867,1105,623,482,2012
868,751,412,339,2012
869,760,414,346,2012
870,845,462,383,2012
871,823,448,375,2012
872,952,520,432,2012
873,907,497,410,2012
874,843,454,389,2012
875,1147,630,517,2012
876,1138,606,532,2012
877,811,439,372,2012
878,855,490,365,2012
879,1353,770,583,2012
880,963,554,409,2012
881,765,405,360,2012
882,1167,628,539,2012
883,1412,759,653,2012
884,1054,576,478,2012
885,793,426,367,2012
886,1319,705,614,2012
887,794,414,380,2012
888,1236,717,519,2012
889,578,344,234,2012
890,1219,683,536,2012
891,1220,666,554,2012
892,841,444,397,2012
893,1035,590,445,2012
894,970,526,444,2012
895,945,528,417,2012
896,641,377,264,2012
897,1069,570,499,2012
898,855,459,396,2012
899,978,548,430,2012
900,900,499,401,2012
901,967,521,446,2012
902,942,509,433,2012
903,819,428,391,2012
904,1013,544,469,2012
905,633,354,279,2012
906,1203,642,561,2012
907,1108,611,497,2012
908,939,546,393,2012
909,1124,638,486,2012
910,1358,736,622,2012
911,1162,661,501,2012
912,1286,698,588,2012
913,852,468,384,2012
914,801,448,353,2012
915,934,512,422,2012
916,528,287,241,2012
917,905,500,405,2012
918,1092,577,515,2012
919,1090,627,463,2012
920,1002,552,450,2012
921,905,515,390,2012
922,1434,785,649,2012
923,823,463,360,2012
924,1080,586,494,2012
925,1099,618,481,2012
926,1293,720,573,2012
927,794,446,348,2012
928,931,503,428,2012
929,907,475,432,2012
930,638,332,306,2012
931,800,458,342,2012
932,1486,867,619,2012
933,1505,826,679,2012
934,557,297,260,2012
935,844,483,361,2012
936,849,475,374,2012
937,1286,684,602,2012
938,689,386,303,2012
939,1117,627,490,2012
940,977,530,447,2012
941,974,550,424,2012
942,851,478,373,2012
943,1151,626,525,2012
944,937,519,418,2012
945,1024,582,442,2012
946,1323,714,609,2012
947,919,508,411,2012
948,1010,581,429,2012
949,938,499,439,2012
950,738,407,331,2012
951,775,431,344,2012
952,878,498,380,2012
953,934,506,428,2012
954,844,502,342,2012
955,1071,593,478,2012
956,874,457,417,2012
957,969,525,444,2012
958,951,513,438,2012
959,1028,547,481,2012
960,953,543,410,2012
961,869,474,395,2012
962,1539,854,685,2012
963,700,390,310,2012
964,1073,562,511,2012
965,1098,620,478,2012
966,836,475,361,2012
967,881,463,418,2012
968,1297,706,591,2012
969,850,457,393,2012
970,1239,645,594,2012
971,1561,897,664,2012
972,1308,723,585,2012
973,813,430,383,2012
974,925,512,413,2012
975,1333,711,622,2012
976,729,384,345,2012
977,688,372,316,2012
978,945,533,412,2012
979,764,422,342,2012
980,1258,714,544,2012
981,1282,710,572,2012
982,1019,567,452,2012
983,848,484,364,2012
984,743,381,362,2012
985,826,451,375,2012
986,1124,632,492,2012
987,1421,814,607,2012
988,723,408,315,2012
989,734,409,325,2012
990,1038,554,484,2012
991,1131,616,515,2012
992,947,536,411,2012
993,954,470,484,2012
994,941,513,428,2012
995,1438,778,660,2012
996,1493,817,676,2012
997,1031,576,455,2012
998,937,519,418,2012
999,832,429,403,2012
1000,1268,692,576,2012
